Lab_Description,Room_No,No_Of_Systems,Description,No_Of_Routers,No_Of_Switches,In_charge,Technical_Programmers,Rooms_equipped_with
CSE LAB-3  ,206,36,"DELL,Optiplex3090,i5 processor,16 GB RAM
             •Windows 10,JAVA
             •TurboC
             •DEV-C++ -5.9.2
             
",2,20,Mr.G.Sankararao,Mr.G.Appalaraju,"White Board,Marker,Duster,Notice Board"
