Lab_Description,Room_No,No_Of_Systems,Description,No_Of_Routers,No_Of_Switches,In_charge,Technical_Programmers,Rooms_equipped_with
CSE LAB-2    ,205,36,"Lenovo Systems,13 processor,4 GB RAM,1 TB HDD    
             •Windows 7,JAVA
             •TurboC
             •DEV-C++ -5.9.2


                        
                                                                                             ",1,25,Mr.K.P.Naidu,Mr.G.Appaji,"White Board,Marker,Duster,Notice Board"
