Lab_Description,Room_No,No_Of_Systems,Description,No_Of_Routers,No_Of_Switches,In_charge,Technical_Programmers,Rooms_equipped_with
PROJECTS LAB,208,63,"Lenovo Systems,i5 processor,8 GB RAM,1 TB HDD",2,20,Mr.M.Bhanusridhar,Mr.G.Appalaraju,"Projector,White Board,Marker,Duster,Notice Board"
