Lab_Description,Room_No,No_Of_Systems,Description,No_Of_Routers,No_Of_Switches,In_charge,Technical_Programmers,Rooms_equipped_with
CseLab-1    ,204,36,"Lenovo Systems,13 processor,4 GB RAM,1 TB HDD    
             •Windows 7,Ubuntu 14,JAVA
             •TurboC
             •DEV-C++ -5.9.2


                        
                                                                                             ",2,20,Mr.S.Sumahasan,Mr.G.Appaji,"White Board,Marker,Duster,Notice Board"
