Lab_Description,Room_No,No_Of_Systems,Description,No_Of_Routers,No_Of_Switches,In_charge,Technical_Programmers,Rooms_equipped_with
CSE LAB-5 ,214,33,"Lenovo Systems,i5 processor,8 GB RAM,1 TB HDD
             •Windows 10,JAVA
             •TurboC
             •DEV-C++ -5.9.2   
                                                                                                                        ",2,20,Mr.K.Nagaraju,Mr.G.Appaji,"White Board,Marker,Duster,Notice Board"
